31765|Irvine, Alexander
19642|McCabe, James Dabney
16442|Crampton, Henry Edward
1161|London, Jack
42580|Curl, Mervin James
20216|Walsh, James J. (James Joseph)
17011|Rosegger, Peter
37480|King, Charles
17145|Burnett, Alice Hale
22565|Alger, Horatio, Jr.
30349|Van Schaick, George
18160|Czernin von und zu Chudenitz, Ottokar Theobald Otto Maria, Graf
22418|Hunter, William Crosbie
17393|Browning, Robert
45356|Stirling, Willam
42829|St. Johnston, Alfred
37458|Roy, Lillian Elizabeth
16396|Mühlbach, L. (Luise)
45495|Crockett, S. R. (Samuel Rutherford)
28690|Montgomery, H. B. (Helen Barrett)
32451|Carroll, Mitchell
29541|Croker, Thomas Crofton
34380|Salt, Henry S.
25|United States. Central Intelligence Agency
22774|Gillie, E. A.
32495|Various
1159|Rohmer, Sax
12678|Irwin, Will
5340|Montgomery, L. M. (Lucy Maud)
17034|Steel, Flora Annie Webster
47105|Noake, John
15345|unknown
12593|Various
5035|Harding, Warren G. (Warren Gamaliel)
6193|Parker, Gilbert
7961|Dodd, Anna Bowman
47165|unknown
9924|Locke, William John
37803|Rathborne, St. George
15474|unknown
18571|unknown
7909|Watson, John F. (John Fanning)
41249|unknown
8120|Teresa, of Avila, Saint
14811|Wilson, Woodrow
30563|Wilson, Warren H. (Warren Hugh)
35948|Jean Paul
24695|Marshall, Edison
12040|Beaumont, Francis
16986|Bahá'u'lláh
40973|Clark, Walter A. (Walter Augustus)
31315|Grimké, Archibald Henry
25188|Greene, Homer
11749|Gregory, Lady
32004|Pohl, Frederik
27635|Dudeney, Henry Ernest
22372|Grenfell, Wilfred Thomason, Sir
37846|unknown
41292|Claridge, R. T.
27661|Reed, Myrtle
1611|Tarkington, Booth
41861|Gibbons, Helen Davenport
22927|Various
24937|Woodworth, Francis C. (Francis Channing)
42863|Linscott, Herbert B., Mrs.
28023|Pictorial Photographers of America
35623|Voltaire
40954|Reynolds, Mack
28561|Abbott, Jacob
25536|Green, John Richard
29883|Various
18110|Bjørnson, Bjørnstjerne
26622|Sepharial
7845|Masters, Edgar Lee
25920|Long, Helen Beecher
38017|Hazlitt, William Carew
5827|Russell, Bertrand
28619|Molesworth, Mrs.
6895|Frey, Hildegard G.
24415|Optic, Oliver
2787|Alcott, Louisa May
38513|Hayward, John, Sir
5782|Twain, Mark
14598|MacGrath, Harold
41729|Brown, Abbie Farwell
20315|Leavitt, Elizabeth Davis
28824|Borrow, George
34612|Various
21040|Coelho Netto, Henrique
46895|Various
15881|Cable, George Washington
10706|Mommsen, Theodor
31351|Brinton, Daniel G. (Daniel Garrison)
22682|Spivak, John L. (John Louis)
26881|Erdman, Charles Rosenbury
17612|Randall, John
38747|Bindloss, Harold
18632|Piper, H. Beam
25337|Atkinson, William Walker
4639|Davis, John Francis
6143|Mabie, Hamilton Wright
25754|Seltzer, Charles Alden
10135|unknown
1714|Balzac, Honoré de
22308|Anonymous
25738|Wilson, Ann
30291|Kelly, Eleanor Mercein
7693|Lytton, Edward Bulwer Lytton, Baron
56576|Shaw, Edward R. (Edward Richard)
29491|Various
7435|Blackmore, R. D. (Richard Doddridge)
36021|Wesley, Dorothy Porter
40517|Rae, Janet Milne
25767|James, Henry
35632|unknown
39662|Molesworth, Mrs.
7004|Scott, Walter
9823|Johnson, Samuel
505|White, Andrew Dickson
54309|McKay, David O. (David Oman)
34588|Aesop
33830|Harding, A. R. (Arthur Robert)
27614|Various
22402|Various
42284|Deeping, Warwick
35198|Macaulay, Rose
13998|McDonnell, Michael, Sir
22988|Various
8008|Anonymous
23635|Woodward, Ashbel
369|Burroughs, Edgar Rice
15391|unknown
14671|Major, Charles
32745|Jones, Raymond F.
22140|Stewart, Charles D. (Charles David)
39914|García Cubas, Antonio
42737|Hansard, Réné
23359|Aldrich, Thomas Bailey
12351|unknown
29277|Lind-af-Hageby, L. (Lizzy)
1217|Wiggin, Kate Douglas Smith
11903|Various
19133|Gregory, Charles Hutton
20255|Van Dyke, Henry
23181|Curwood, James Oliver
46009|Nicolas, Nicholas Harris, Sir
40354|Marsh, Richard
33799|Blasco Ibáñez, Vicente
2724|Howland, Harold
55296|Bateman, May
7534|unknown
34086|Chamberlin, Joseph Edgar
333|Raleigh, Walter Alexander, Sir
3709|Haggard, H. Rider (Henry Rider)
7684|Lytton, Edward Bulwer Lytton, Baron
6402|Wilkins, W. H. (William Henry)
1834|Groner, Auguste
41024|unknown
43568|Murdoch, John
32088|Garrett, Randall
19255|Fitchett, W. H. (William Henry)
16905|Ransom, Sidney
45267|Various
11638|Various
23225|Various
10041|Cabell, James Branch
36427|Govett, Ernest
37983|W. & R. Chambers Ltd.
4427|Meredith, George
4715|Allen, Grant
23808|Janvier, Thomas A. (Thomas Allibone)
24598|Lord, John
30255|Dick, Philip K.
21469|Kingston, William Henry Giles
25589|Lang, Andrew
24274|Nourse, Alan Edward
12096|Nitobe, Inazo
2279|Harte, Bret
42266|Fewkes, Jesse Walter
36118|Boothby, Guy
24806|Becke, Louis
24587|Cholmondeley, Mary
9257|Hawthorne, Nathaniel
606|Linderman, Frank Bird
25153|Longfellow, Henry Wadsworth
3359|Chesterfield, Philip Dormer Stanhope, Earl of
27481|Kendall, Elizabeth Kimball
42724|Marlowe, Christopher
6056|Harben, Will N. (Will Nathaniel)
31708|Ewald, Carl
33661|Daniels, Thomas
32510|Morley, John
40769|Various
29699|Jackson, Helen Hunt
34430|Jackson, Helen Hunt
4444|Meredith, George
8426|Verlaine, Paul
18584|Piper, H. Beam
41273|Catherwood, Mary Hartwell
32527|Florian
32071|Hauff, Wilhelm
5122|Fox, John
9217|Hawthorne, Nathaniel
